gender,age,marital_status,disability,residence_district,father_education_level,mother_education_level,household_members,economic_dependency,insurance_type,chronic_disease,academic_program,current_semester,enrolled_courses,weighted_average,failed_course,class_attendance,career_motivation,career_satisfaction,personal_motivation,professor_motivation,considered_career_change,dropout_thought,transportation,commute_time,internet_access,study_space,library_usage,academic_tutoring,university_support,housing_type,personal_income,family_income,scholarship,currently_working,work_hours,work_affects_studies,study_hours,bullying_experience,demotivation,academic_stress,emotional_support,dropout_reason
Male,24,Single,No,Ate,Secondary,Primary,3,Total,SIS,No,Software Engineering,9,6 or more,10–12,No,Almost always,Admit name wear local race.,Very satisfied,Yes,No,Yes,No,Public,<30 min,Yes,Yes,Sometimes,Yes,No,Owned,0,<1000,No,No,<10,No,<5,No,No,Yes,No,
Male,34,Single,No,Punta Hermosa,Primary,University,3,Partial,None,No,Systems Engineering,2,3,13–15,No,Always,Run area wish interesting cut radio quality sister.,Satisfied,Yes,No,No,Yes,Private,30–60 min,Yes,Yes,Never,Yes,No,Rented,500–1000,1000–2000,No,No,<10,No,<5,No,Yes,Yes,No,Financial hard traditional prevent table after most allow rise analysis long.
Male,17,Single,No,Carabayllo,Primary,Primary,6,Minimal,EsSalud,No,Software Engineering,6,3,13–15,No,Always,Just perhaps improve degree machine.,Very satisfied,Yes,Yes,No,No,Public,<30 min,Yes,Yes,Regularly,No,Yes,Owned,<500,2000–4000,No,Yes,<10,No,5–10,Yes,No,Yes,Yes,
Male,31,Single,No,Pucusana,Secondary,Technical,4,Total,SIS,No,Software Engineering,8,6 or more,10–12,Yes,Sometimes,Laugh artist mind five close let movie offer daughter that.,Unsatisfied,Yes,Yes,Yes,No,Public,30–60 min,Yes,Yes,Sometimes,No,Yes,Owned,0,1000–2000,No,Yes,10–20,No,<5,No,No,No,Yes,
Male,18,Single,No,Chaclacayo,Primary,University,1,Total,Private,No,Systems Engineering,7,3,13–15,Yes,Almost always,Despite interview figure hundred decision war.,Very satisfied,No,Yes,No,No,Public,<30 min,Yes,Yes,Sometimes,Yes,No,Shared,<500,2000–4000,Yes,Yes,>20,Yes,>10,No,No,No,Yes,
Male,17,Single,No,Ancón,Secondary,Secondary,2,Partial,Private,No,Systems Engineering,6,6 or more,<10,No,Almost always,Game two significant remain month quite piece model.,Satisfied,Yes,Yes,No,Yes,Public,<30 min,Yes,Yes,Sometimes,No,Yes,Shared,<500,<1000,No,No,<10,No,<5,No,No,Yes,No,Movement interest else able see sea trip skill anything.
Female,17,Married,No,Lima Cercado,Secondary,Primary,1,Partial,SIS,No,Software Engineering,2,6 or more,<10,No,Almost always,Pressure model expert thousand seem know class west or.,Very unsatisfied,Yes,Yes,No,No,Public,<30 min,Yes,Yes,Regularly,Yes,Yes,Shared,0,1000–2000,Yes,No,>20,No,5–10,No,No,Yes,Yes,
Male,30,Divorced,No,Lince,University,Secondary,6,Partial,None,No,Software Engineering,7,4–5,13–15,No,Always,Issue trade blood teach include I century business especially cell.,Very satisfied,No,No,Yes,No,Public,30–60 min,Yes,Yes,Sometimes,No,Yes,Owned,0,<1000,No,Yes,>20,No,>10,No,No,No,Yes,
Male,27,Single,No,La Victoria,Technical,Primary,5,Do not depend,Private,No,Software Engineering,10,6 or more,13–15,Yes,Always,Determine color care eight defense figure simple specific rise chair.,Unsatisfied,Yes,Yes,No,Yes,Public,30–60 min,Yes,Yes,Sometimes,No,No,Owned,0,<1000,No,No,10–20,No,5–10,No,No,Yes,No,Night dream few not debate job cover plant society.
Female,17,Married,No,San Miguel,Primary,Secondary,5,Minimal,None,No,Software Engineering,9,4–5,13–15,Yes,Never,Whole order off say home.,Satisfied,No,No,Yes,No,Public,<30 min,Yes,Yes,Never,No,Yes,Rented,500–1000,<1000,No,No,10–20,Yes,<5,No,No,No,No,
Male,19,Single,No,Barranco,Primary,Secondary,2,Partial,Private,Yes,Software Engineering,4,4–5,13–15,No,Almost always,Measure forward report treatment health west difference ground phone.,Satisfied,No,No,No,Yes,Private,30–60 min,Yes,Yes,Never,Yes,Yes,Owned,<500,1000–2000,No,Yes,<10,Yes,<5,No,Yes,No,No,Drive involve much believe foot old hand.
Female,17,Single,No,San Juan de Lurigancho,Secondary,Secondary,7,Minimal,SIS,No,Software Engineering,1,3,10–12,No,Sometimes,Interview happen body a result goal suddenly choice.,Satisfied,Yes,No,Yes,No,Public,30–60 min,Yes,Yes,Regularly,Yes,No,Shared,<500,<1000,No,Yes,<10,Yes,5–10,No,No,No,No,
Female,18,Single,Yes,Independencia,Primary,Primary,2,Minimal,EsSalud,No,Systems Engineering,1,4–5,13–15,Yes,Almost always,Stuff board number remain training close hand sport.,Unsatisfied,Yes,No,No,No,Public,>1 h,Yes,Yes,Sometimes,Yes,No,Rented,500–1000,2000–4000,No,Yes,<10,Yes,5–10,No,No,Yes,Yes,
Male,27,Married,No,Lurigancho-Chosica,Secondary,University,1,Total,SIS,No,Systems Engineering,9,4–5,13–15,Yes,Always,How open claim activity thousand mind.,Unsatisfied,Yes,No,No,No,Private,>1 h,Yes,Yes,Regularly,No,No,Dormitory,0,1000–2000,Yes,No,>20,Yes,5–10,No,No,Yes,Yes,
Female,17,Single,No,Santiago de Surco,Primary,University,5,Partial,None,No,Systems Engineering,2,3,10–12,No,Sometimes,Wife born teacher fire most begin around.,Satisfied,Yes,No,No,Yes,Public,<30 min,Yes,No,Sometimes,Yes,Yes,Rented,0,>4000,Yes,No,<10,No,5–10,No,No,No,Yes,Event apply company edge phone allow your.
Male,19,Single,No,Los Olivos,University,Secondary,3,Total,EsSalud,No,Software Engineering,5,4–5,10–12,Yes,Almost always,Mention house once both he group.,Satisfied,No,Yes,Yes,No,Public,<30 min,Yes,Yes,Regularly,Yes,No,Owned,500–1000,2000–4000,No,No,>20,No,>10,Yes,No,Yes,No,
Male,25,Single,No,Santa Rosa,Primary,Secondary,6,Partial,Private,No,Software Engineering,6,6 or more,16+,No,Sometimes,Manager involve democratic TV phone computer own middle generation they.,Very unsatisfied,Yes,Yes,Yes,No,Public,>1 h,Yes,Yes,Regularly,Yes,No,Owned,500–1000,1000–2000,No,No,>20,Yes,<5,No,Yes,Yes,No,
Female,29,Single,No,Villa El Salvador,Primary,Technical,3,Minimal,Private,No,Systems Engineering,5,4–5,10–12,Yes,Always,Activity civil effect civil appear both.,Satisfied,Yes,Yes,No,No,Private,>1 h,Yes,Yes,Never,No,Yes,Rented,0,1000–2000,No,Yes,10–20,Yes,<5,No,No,No,No,
Female,28,Single,No,Pucusana,University,Postgraduate,7,Total,SIS,No,Software Engineering,5,4–5,13–15,Yes,Always,Form success him message reason order song pass anything.,Satisfied,No,No,No,No,Private,<30 min,Yes,Yes,Sometimes,No,No,Owned,0,2000–4000,No,No,<10,Yes,5–10,No,No,No,No,
Male,27,Single,No,Chorrillos,Secondary,Secondary,5,Total,SIS,No,Software Engineering,3,4–5,13–15,No,Always,Art fire minute indeed resource floor whom.,Very satisfied,Yes,No,No,No,Public,30–60 min,Yes,Yes,Regularly,No,Yes,Rented,0,2000–4000,No,No,<10,No,>10,Yes,Yes,No,Yes,
Female,20,Single,No,San Martín de Porres,Postgraduate,Secondary,2,Total,EsSalud,No,Software Engineering,10,4–5,13–15,No,Almost always,Drug sense sell third I expect throughout star rather international.,Satisfied,No,No,No,Yes,Public,30–60 min,Yes,Yes,Sometimes,Yes,Yes,Dormitory,<500,1000–2000,No,No,>20,No,<5,No,Yes,Yes,Yes,Enter technology card girl far head gas sister evidence lay whole economic including.
Female,18,Single,No,Ancón,Technical,Technical,1,Partial,SIS,No,Software Engineering,1,4–5,10–12,No,Almost always,Idea participant in beyond growth.,Very satisfied,Yes,Yes,Yes,Yes,Private,>1 h,Yes,Yes,Sometimes,No,Yes,Dormitory,<500,>4000,Yes,No,<10,No,<5,No,Yes,No,Yes,Simple bar easy area miss since writer cut wait.
Female,24,Single,No,San Juan de Lurigancho,Secondary,Primary,4,Partial,EsSalud,No,Systems Engineering,10,3,13–15,No,Almost always,Financial ground world myself property hit southern community century determine.,Satisfied,Yes,No,Yes,Yes,Public,>1 h,Yes,Yes,Never,No,Yes,Owned,500–1000,1000–2000,No,No,<10,Yes,5–10,No,No,No,Yes,Environment and movie war floor enjoy family single even here.
Male,31,Single,No,San Miguel,Secondary,Technical,7,Total,EsSalud,No,Software Engineering,6,4–5,13–15,No,Sometimes,Marriage issue compare home political way size.,Satisfied,No,No,No,Yes,Public,>1 h,Yes,Yes,Sometimes,Yes,Yes,Rented,0,2000–4000,No,No,>20,No,<5,No,No,No,No,One we first deal vote new position current.
Male,19,Married,No,Chorrillos,Secondary,Secondary,6,Total,Private,No,Software Engineering,3,6 or more,13–15,No,Always,Girl high say if better trial ten.,Very satisfied,Yes,Yes,Yes,No,Public,30–60 min,Yes,No,Never,Yes,Yes,Owned,0,2000–4000,No,No,>20,Yes,>10,No,No,No,Yes,
Female,28,Divorced,Yes,San Miguel,Technical,Secondary,7,Minimal,EsSalud,No,Systems Engineering,2,4–5,13–15,No,Sometimes,Hot wind especially environmental later star suddenly.,Satisfied,Yes,No,No,No,Public,>1 h,Yes,Yes,Regularly,No,No,Owned,0,2000–4000,No,Yes,<10,No,5–10,No,No,No,No,
Female,20,Single,No,Pachacámac,Primary,Primary,7,Partial,Private,No,Software Engineering,8,4–5,13–15,Yes,Almost always,Cultural figure want use cultural require beyond.,Very unsatisfied,Yes,No,No,Yes,Public,30–60 min,Yes,Yes,Never,Yes,No,Owned,500–1000,<1000,No,Yes,<10,Yes,5–10,No,No,No,Yes,Art painting easy into available good amount oil about fly strategy suffer.
Male,32,Single,No,San Martín de Porres,Secondary,Secondary,6,Partial,EsSalud,Yes,Systems Engineering,6,4–5,10–12,No,Always,During officer peace send.,Very unsatisfied,Yes,No,No,No,Public,<30 min,Yes,Yes,Regularly,Yes,No,Owned,500–1000,<1000,No,No,10–20,Yes,<5,No,No,Yes,No,
Female,28,Single,No,La Molina,Postgraduate,Primary,6,Partial,None,No,Software Engineering,10,4–5,<10,Yes,Always,Fund policy information might wall us piece discuss.,Satisfied,Yes,Yes,No,No,Private,<30 min,No,Yes,Regularly,Yes,No,Owned,0,<1000,No,No,<10,Yes,>10,No,No,No,Yes,
Female,32,Single,No,Independencia,Secondary,Primary,2,Total,EsSalud,No,Systems Engineering,8,6 or more,16+,No,Sometimes,Appear wait common movie foreign involve church leg green not game.,Satisfied,Yes,No,No,Yes,Public,30–60 min,Yes,Yes,Sometimes,No,No,Rented,0,1000–2000,No,No,<10,No,5–10,No,No,No,Yes,To throughout apply season sell attention Republican performance list agency determine will agree.
Female,24,Single,No,San Martín de Porres,Primary,Secondary,7,Total,SIS,No,Software Engineering,8,4–5,10–12,No,Sometimes,Themselves month wait usually report do.,Very unsatisfied,Yes,No,No,No,Private,30–60 min,Yes,Yes,Sometimes,No,No,Dormitory,<500,1000–2000,No,Yes,10–20,Yes,5–10,No,No,Yes,Yes,
Female,34,Single,No,La Victoria,Primary,Postgraduate,3,Partial,SIS,No,Software Engineering,4,6 or more,13–15,Yes,Almost always,Tend the represent life music imagine appear move.,Very unsatisfied,Yes,Yes,Yes,No,Public,<30 min,Yes,Yes,Sometimes,Yes,No,Owned,0,<1000,No,No,>20,No,<5,No,Yes,No,No,
Male,27,Single,No,Surquillo,Secondary,Secondary,4,Partial,Private,No,Systems Engineering,10,3,13–15,Yes,Always,Must respond name stuff right evening behind born operation.,Unsatisfied,No,No,No,Yes,Walking,<30 min,Yes,Yes,Regularly,Yes,No,Rented,0,<1000,No,Yes,<10,Yes,5–10,Yes,No,No,Yes,Century bill painting find star his.
Female,25,Single,No,Chaclacayo,University,Primary,3,Total,SIS,No,Software Engineering,4,4–5,13–15,Yes,Almost always,Need writer democratic notice item account media agency challenge write director.,Satisfied,Yes,Yes,No,No,Public,30–60 min,Yes,Yes,Never,No,No,Rented,0,1000–2000,No,No,>20,No,5–10,No,Yes,No,No,
Male,32,Single,No,San Bartolo,Secondary,Primary,6,Total,SIS,No,Software Engineering,7,4–5,13–15,No,Sometimes,Writer stop take picture industry thought others.,Satisfied,Yes,Yes,No,No,Private,30–60 min,Yes,Yes,Sometimes,No,No,Owned,<500,1000–2000,No,Yes,>20,No,<5,No,No,Yes,No,
Male,34,Single,No,Pueblo Libre,Secondary,Secondary,5,Total,EsSalud,Yes,Software Engineering,4,3,16+,No,Almost always,Ahead try stop perform huge.,Unsatisfied,No,Yes,No,No,Public,<30 min,No,Yes,Never,No,No,Rented,0,<1000,No,No,<10,Yes,<5,No,No,No,Yes,
Male,24,Single,No,Independencia,Primary,Secondary,4,Partial,EsSalud,No,Software Engineering,2,4–5,13–15,No,Sometimes,Material form work father central.,Very satisfied,Yes,Yes,No,Yes,Public,<30 min,Yes,Yes,Sometimes,Yes,No,Owned,0,1000–2000,Yes,No,>20,Yes,5–10,No,No,Yes,Yes,Force energy find side billion bad stay myself blood stock receive rest office.
Female,29,Single,No,Santiago de Surco,Technical,Primary,1,Partial,EsSalud,No,Software Engineering,10,3,13–15,No,Almost always,Ready plant now choose whom who serve bill knowledge.,Satisfied,Yes,No,Yes,No,Public,<30 min,Yes,Yes,Never,Yes,Yes,Owned,<500,2000–4000,Yes,No,<10,Yes,5–10,No,No,No,Yes,
Male,27,Single,No,Punta Negra,Secondary,Primary,1,Do not depend,SIS,Yes,Software Engineering,1,4–5,10–12,No,Sometimes,Cut note decide probably grow base foot never control dog.,Unsatisfied,No,Yes,No,No,Walking,30–60 min,Yes,Yes,Sometimes,No,Yes,Owned,>1000,2000–4000,No,Yes,<10,Yes,5–10,No,Yes,Yes,No,
Male,19,Single,No,Surquillo,Secondary,Secondary,1,Partial,None,No,Systems Engineering,4,4–5,10–12,No,Sometimes,Else discuss over bill player security.,Satisfied,No,Yes,No,No,Public,<30 min,Yes,Yes,Sometimes,No,No,Shared,<500,1000–2000,No,Yes,>20,No,5–10,No,Yes,Yes,No,
Female,33,Single,No,Lurigancho-Chosica,Postgraduate,Secondary,3,Total,EsSalud,No,Systems Engineering,6,4–5,13–15,No,Always,Allow rule cold remember hand green down grow campaign bag.,Very satisfied,No,Yes,No,No,Public,30–60 min,Yes,No,Never,No,No,Owned,<500,<1000,No,No,<10,Yes,5–10,No,Yes,No,Yes,
Male,23,Single,No,San Martín de Porres,Secondary,Secondary,5,Total,Private,No,Software Engineering,6,4–5,13–15,Yes,Sometimes,Wonder dark green wear something method.,Satisfied,Yes,No,No,No,Public,<30 min,Yes,No,Sometimes,No,No,Owned,0,1000–2000,No,No,<10,No,<5,No,No,No,No,
Female,28,Single,No,San Miguel,Secondary,Technical,4,Do not depend,EsSalud,No,Systems Engineering,5,4–5,13–15,Yes,Almost always,When left read mouth.,Very satisfied,No,No,No,No,Public,>1 h,Yes,No,Regularly,Yes,Yes,Dormitory,<500,1000–2000,No,Yes,<10,No,<5,No,Yes,Yes,No,
Male,30,Single,Yes,San Miguel,Technical,Secondary,1,Total,EsSalud,No,Systems Engineering,7,4–5,13–15,No,Always,Game kind serve people type report all majority development according.,Satisfied,No,Yes,Yes,No,Private,30–60 min,Yes,Yes,Regularly,No,No,Shared,0,<1000,Yes,No,<10,No,<5,No,No,No,No,
Male,30,Single,No,Santa Anita,Secondary,Primary,7,Minimal,EsSalud,No,Systems Engineering,3,4–5,16+,No,Almost always,Since lay data prevent degree why establish.,Very satisfied,Yes,Yes,Yes,Yes,Public,<30 min,Yes,Yes,Sometimes,No,Yes,Rented,0,1000–2000,Yes,No,10–20,Yes,5–10,No,No,Yes,No,Her film level wife agent fund American firm forget strategy plant.
Female,30,Single,No,Jesús María,Primary,Primary,2,Partial,EsSalud,Yes,Software Engineering,9,6 or more,10–12,Yes,Sometimes,Bring court doctor against admit consider happy worry build deep.,Very satisfied,Yes,Yes,No,No,Walking,<30 min,Yes,Yes,Sometimes,No,No,Rented,<500,1000–2000,No,Yes,<10,Yes,<5,No,No,Yes,Yes,
Male,28,Single,No,Lurigancho-Chosica,Secondary,Postgraduate,7,Total,EsSalud,No,Software Engineering,4,6 or more,10–12,No,Always,Source start receive soldier face focus rather price.,Satisfied,No,No,No,No,Public,<30 min,Yes,Yes,Regularly,Yes,No,Shared,0,1000–2000,No,No,>20,No,<5,No,No,Yes,Yes,
Male,32,Single,No,Cieneguilla,Postgraduate,University,4,Partial,SIS,No,Software Engineering,7,6 or more,16+,Yes,Almost always,Cover bed investment law your.,Very satisfied,Yes,No,No,No,Private,<30 min,Yes,No,Sometimes,No,No,Owned,0,>4000,No,Yes,<10,Yes,5–10,No,Yes,Yes,Yes,
Female,24,Single,No,Pachacámac,Technical,Secondary,1,Partial,EsSalud,No,Software Engineering,4,4–5,13–15,No,Almost always,Close surface population general true peace.,Satisfied,Yes,Yes,No,Yes,Walking,>1 h,Yes,No,Never,Yes,No,Rented,0,2000–4000,Yes,Yes,<10,No,5–10,No,No,No,Yes,Wish also it religious call early actually future culture college source.
Female,21,Single,No,Santa Anita,Secondary,Secondary,6,Minimal,None,No,Systems Engineering,7,4–5,10–12,No,Almost always,Between lot save center every.,Unsatisfied,No,Yes,No,Yes,Public,30–60 min,Yes,Yes,Sometimes,No,Yes,Owned,0,<1000,Yes,No,<10,Yes,>10,No,No,No,Yes,Say billion purpose not mouth support.
Male,29,Single,No,San Borja,University,Primary,7,Partial,EsSalud,No,Systems Engineering,8,4–5,<10,Yes,Never,Whose late author anyone.,Satisfied,Yes,No,Yes,Yes,Public,30–60 min,Yes,Yes,Regularly,Yes,No,Owned,500–1000,<1000,No,Yes,10–20,Yes,5–10,No,No,No,Yes,Follow behind space cost call so say mention power trade give.
Female,30,Single,No,Surquillo,Primary,Secondary,1,Minimal,SIS,No,Software Engineering,2,3,<10,No,Always,Staff develop analysis Republican cost than lead.,Very unsatisfied,Yes,Yes,Yes,No,Public,<30 min,Yes,Yes,Never,Yes,No,Rented,0,1000–2000,Yes,No,<10,Yes,5–10,No,No,No,Yes,
Male,25,Married,No,Santa María del Mar,Secondary,Primary,7,Total,SIS,No,Systems Engineering,7,3,13–15,Yes,Always,West never nature describe song song consumer list dark.,Very unsatisfied,Yes,No,No,No,Public,>1 h,Yes,Yes,Sometimes,No,No,Owned,0,<1000,No,Yes,<10,Yes,<5,No,No,No,Yes,
Male,34,Single,No,Villa El Salvador,University,Technical,3,Total,None,No,Systems Engineering,5,4–5,13–15,No,Almost always,Firm within accept campaign quite recognize rest force.,Satisfied,Yes,No,No,No,Walking,>1 h,Yes,No,Regularly,No,Yes,Dormitory,0,1000–2000,No,No,>20,Yes,<5,No,No,No,Yes,
Male,17,Divorced,Yes,Carabayllo,Primary,Primary,2,Total,Private,No,Software Engineering,9,6 or more,10–12,No,Almost always,Know trouble person exist my.,Very unsatisfied,Yes,No,No,Yes,Public,>1 h,Yes,Yes,Sometimes,No,No,Owned,0,<1000,Yes,No,>20,No,5–10,No,No,No,No,Crime own good amount avoid hard cover citizen reach.
Female,28,Single,No,Surquillo,Primary,Technical,3,Total,Private,No,Systems Engineering,1,4–5,16+,No,Almost always,Seem leader check sort others six.,Unsatisfied,Yes,No,No,No,Public,<30 min,Yes,No,Never,Yes,No,Rented,500–1000,1000–2000,No,Yes,<10,Yes,5–10,Yes,Yes,No,Yes,
Male,34,Single,No,Santa Rosa,Technical,Secondary,6,Partial,EsSalud,No,Systems Engineering,2,4–5,13–15,Yes,Sometimes,Mention outside will whom visit.,Unsatisfied,Yes,No,No,No,Public,<30 min,No,Yes,Sometimes,No,Yes,Rented,500–1000,<1000,No,No,<10,No,5–10,Yes,No,No,No,
Female,23,Single,No,San Luis,Primary,Secondary,5,Total,EsSalud,No,Software Engineering,7,6 or more,10–12,Yes,Always,Fine save power lot story.,Very unsatisfied,No,No,No,No,Public,<30 min,Yes,Yes,Sometimes,Yes,Yes,Owned,0,<1000,No,Yes,<10,Yes,<5,No,Yes,No,Yes,
Male,26,Single,No,Chorrillos,Secondary,Primary,4,Do not depend,SIS,No,Software Engineering,5,4–5,13–15,No,Sometimes,Mention remember director list cut different by.,Satisfied,No,Yes,No,No,Walking,30–60 min,Yes,Yes,Regularly,No,No,Rented,0,<1000,Yes,No,<10,Yes,5–10,No,No,No,Yes,
Female,25,Married,Yes,Santiago de Surco,Primary,Primary,4,Minimal,EsSalud,No,Systems Engineering,9,3,13–15,Yes,Sometimes,Course hundred whole current whatever book section.,Satisfied,Yes,No,No,No,Public,30–60 min,Yes,Yes,Sometimes,No,Yes,Owned,500–1000,1000–2000,Yes,No,10–20,No,5–10,No,No,No,Yes,
Female,22,Divorced,No,La Victoria,Secondary,Secondary,1,Total,EsSalud,No,Systems Engineering,1,4–5,10–12,No,Always,Resource recently personal past pass industry.,Satisfied,No,No,No,No,Public,>1 h,Yes,Yes,Never,No,No,Owned,0,1000–2000,No,No,10–20,No,5–10,No,No,Yes,No,
Male,25,Single,No,Santa Anita,Secondary,Primary,1,Minimal,Private,No,Systems Engineering,2,3,13–15,Yes,Always,Card peace especially cultural consumer measure structure structure room.,Very unsatisfied,Yes,Yes,No,Yes,Public,30–60 min,Yes,Yes,Sometimes,Yes,No,Rented,0,1000–2000,Yes,No,<10,Yes,<5,Yes,No,No,No,Magazine less strategy ball professor small measure despite identify.
Female,17,Single,No,Cieneguilla,Secondary,Secondary,5,Partial,EsSalud,No,Software Engineering,4,4–5,13–15,No,Always,Anything form themselves heavy north safe.,Very satisfied,Yes,Yes,No,No,Public,>1 h,Yes,Yes,Regularly,No,Yes,Owned,0,1000–2000,No,No,<10,Yes,<5,No,No,No,Yes,
Female,24,Single,No,Los Olivos,University,Secondary,7,Partial,Private,No,Software Engineering,2,3,10–12,No,Never,Enough chair to base relate maybe certain character serve this.,Unsatisfied,Yes,No,No,No,Public,>1 h,Yes,No,Sometimes,No,Yes,Owned,0,1000–2000,No,No,<10,Yes,<5,No,Yes,No,No,
